job_name,company_name,city,area_code_name,industry,salary_min,salary_max,salary_avg,degree,head_count,company_size,company_property,major,skills,publish_date,update_date,job_id,recruit_type,source,keyword,degree_clean,degree_level,salary_level,combined_text,skill_keywords,job_direction,is_high_salary
装配调试工程师,上海迈迅威视觉科技有限公司,湖州,浙江,,3500.0,8500.0,6000.0,不限,5,1-49人,民营企业,自动化等理工科专业优先,,2026-06-09,2026-06-09,S2wYwU6wPLykw4Z4MJfPCj,0,国家大学生就业服务平台,工程师,不限,0,5K-8K,装配调试工程师 自动化等理工科专业优先  工程师,,制造/工程类,0
硬件工程师,浙江曼汇科技有限责任公司,湖州,浙江,,5000.0,6000.0,5500.0,本科及以上,10,50-99人,其他,,,2026-06-05,2026-06-08,RmfUogEVU9eL7uNgno7r7c,0,国家大学生就业服务平台,工程师,本科及以上,2,5K-8K,硬件工程师   工程师,,制造/工程类,0
质量工程师,杭州新坐标科技股份有限公司,湖州,浙江,,7000.0,12000.0,9500.0,本科及以上,2,500-999人,上市公司,机械制造 金属材料 材料成型,五险一金，带薪年假，岗位晋升，技能培训，股权激励，定期体检，扁平管理，年终奖，年底双薪，提供住宿,2026-06-04,2026-06-05,AV8fbKnZ7ogp6E4o7ng1Ee,0,国家大学生就业服务平台,工程师,本科及以上,2,8K-12K,质量工程师 机械制造 金属材料 材料成型 五险一金，带薪年假，岗位晋升，技能培训，股权激励，定期体检，扁平管理，年终奖，年底双薪，提供住宿 工程师,机械,制造/工程类,0
工艺工程师,浙江富钢集团有限公司,湖州,浙江,,6500.0,9500.0,8000.0,本科及以上,5,500-999人,民营企业,冶金工程 材料成型及控制工程 金属材料工程 材料科学与工程 钢铁冶金 压力加工,五险一金，技能培训，定期体检，年终奖，午餐补助，高温补贴，通讯津贴，节日礼物，提供住宿，班车接送,2026-05-28,2026-05-29,CgscxVF2QZuLozU2hkQmyX,0,国家大学生就业服务平台,工程师,本科及以上,2,8K-12K,工艺工程师 冶金工程 材料成型及控制工程 金属材料工程 材料科学与工程 钢铁冶金 压力加工 五险一金，技能培训，定期体检，年终奖，午餐补助，高温补贴，通讯津贴，节日礼物，提供住宿，班车接送 工程师,,制造/工程类,0
销售业务员储备,浙江富钢集团有限公司,湖州,浙江,,6000.0,7000.0,6500.0,本科及以上,2,500-999人,民营企业,材料类 冶金类 冶金工程 钢铁冶金 金属材料工程 材料成型及控制工程 材料科学与工程 压力加工,五险一金，技能培训，定期体检，年终奖，午餐补助，高温补贴，通讯津贴，节日礼物，提供住宿，班车接送,2026-05-11,2026-05-11,U1RWs1JiF9y1Fr4uy9A6xE,0,国家大学生就业服务平台,销售,本科及以上,2,5K-8K,销售业务员储备 材料类 冶金类 冶金工程 钢铁冶金 金属材料工程 材料成型及控制工程 材料科学与工程 压力加工 五险一金，技能培训，定期体检，年终奖，午餐补助，高温补贴，通讯津贴，节日礼物，提供住宿，班车接送 销售,销售,销售/市场类,0
销售经理/销售工程师,浙江万享科技股份有限公司,湖州,浙江,,5000.0,10000.0,7500.0,专科及以上,5,100-499人,股份制企业,机械类 能源动力工程 市场营销 制冷低温 工商管理等,五险一金，岗位晋升，技能培训，弹性工作，年终奖，绩效奖金，高温补贴，提供住宿,2026-04-26,2026-06-12,Y64LBRdAUCXcDn5Pjesb9S,0,国家大学生就业服务平台,销售,专科及以上,1,5K-8K,销售经理/销售工程师 机械类 能源动力工程 市场营销 制冷低温 工商管理等 五险一金，岗位晋升，技能培训，弹性工作，年终奖，绩效奖金，高温补贴，提供住宿 销售,机械、销售,销售/市场类,0
外贸销售,浙江万享科技股份有限公司,湖州,浙江,,5000.0,10000.0,7500.0,本科及以上,3,100-499人,股份制企业,英语 商务英语 机械设计 过程控制 制冷低温,五险一金，岗位晋升，技能培训，弹性工作，年终奖，绩效奖金，高温补贴，提供住宿,2026-04-26,2026-05-24,Kh5QL5ipZUe2gG9QPS5ZEE,0,国家大学生就业服务平台,销售,本科及以上,2,5K-8K,外贸销售 英语 商务英语 机械设计 过程控制 制冷低温 五险一金，岗位晋升，技能培训，弹性工作，年终奖，绩效奖金，高温补贴，提供住宿 销售,外贸、机械、英语、设计、销售,销售/市场类,0
新媒体运营专员,浙江菱格木业有限公司,湖州,浙江,,4000.0,6000.0,5000.0,专科及以上,2,500-999人,民营企业,新闻学,岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送,2026-06-08,2026-06-08,53paqLh1nkACukahLA67iH,0,国家大学生就业服务平台,运营,专科及以上,1,5K-8K,新媒体运营专员 新闻学 岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送 运营,新媒体、运营,运营/传媒类,0
运营专员,浙江菱格木业有限公司,湖州,浙江,,4000.0,6000.0,5000.0,专科及以上,2,500-999人,民营企业,电商运营 新闻学 广告学,岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送,2026-06-08,2026-06-08,S5UbQp7rzqFZTf6QRqZosU,0,国家大学生就业服务平台,运营,专科及以上,1,5K-8K,运营专员 电商运营 新闻学 广告学 岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送 运营,电商、运营,运营/传媒类,0
设备助理,浙江菱格木业有限公司,湖州,浙江,,4000.0,6000.0,5000.0,专科及以上,3,500-999人,民营企业,,岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送,2026-06-08,2026-06-08,6AaTeULf7UBSGHHPkNXe1d,0,国家大学生就业服务平台,助理,专科及以上,1,5K-8K,设备助理  岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送 助理,,行政/人力类,0
生产助理,浙江菱格木业有限公司,湖州,浙江,,4000.0,6000.0,5000.0,不限,3,500-999人,民营企业,,岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送,2026-06-08,2026-06-08,G7AfEzoZFyzpP6dRzh7eBP,0,国家大学生就业服务平台,助理,不限,0,5K-8K,生产助理  岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送 助理,,行政/人力类,0
会计助理,浙江菱格木业有限公司,湖州,浙江,,3000.0,5000.0,4000.0,专科及以上,2,500-999人,民营企业,会计,岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送,2026-06-08,2026-06-08,8EQWJWySKFf6G7PXvsQcJW,0,国家大学生就业服务平台,助理,专科及以上,1,5K以下,会计助理 会计 岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送 助理,会计,财务/审计类,0
行政人事专员,浙江菱格木业有限公司,湖州,浙江,,3000.0,5000.0,4000.0,专科及以上,2,500-999人,民营企业,,岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送,2026-06-08,2026-06-08,7cJ3EvZnKmarX3UeZxBzft,0,国家大学生就业服务平台,行政,专科及以上,1,5K以下,行政人事专员  岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送 行政,行政,行政/人力类,0
行政,比科奇微电子（杭州）有限公司,湖州,浙江,,4000.0,8000.0,6000.0,本科及以上,1,100-499人,合资企业,工商管理及相关专业,五险一金，带薪年假，弹性工作，股权激励，定期体检，扁平管理，免费加班餐，零食水果,2026-05-19,2026-05-20,PSxhBNqbutxhmSsF72uxTW,0,国家大学生就业服务平台,行政,本科及以上,2,5K-8K,行政 工商管理及相关专业 五险一金，带薪年假，弹性工作，股权激励，定期体检，扁平管理，免费加班餐，零食水果 行政,行政,行政/人力类,0
行政人事前台实习生,浙江山水灵峰集团有限公司,湖州,浙江,,3000.0,3200.0,3100.0,专科及以上,1,100-499人,民营企业,新闻 视觉传达 旅游 酒店 空乘 体育 学前教育 景区 高铁 行政 人力资源管理 社会服务 文秘,岗位晋升，年终奖，通讯津贴，免费加班餐，提供住宿,2026-05-02,2026-05-20,RrwmYdCUWGbMUyPecG9EPA,0,国家大学生就业服务平台,行政,专科及以上,1,5K以下,行政人事前台实习生 新闻 视觉传达 旅游 酒店 空乘 体育 学前教育 景区 高铁 行政 人力资源管理 社会服务 文秘 岗位晋升，年终奖，通讯津贴，免费加班餐，提供住宿 行政,行政,行政/人力类,0
生产技工岗,湖州乐通新材料科技有限公司,湖州,浙江,,6000.0,8000.0,7000.0,不限,20,100-499人,上市公司,,五险一金，技能培训，弹性工作，定期体检,2026-06-12,2026-06-12,QfevAuvAmvQF2aRa5MZv3W,0,国家大学生就业服务平台,技术,不限,0,5K-8K,生产技工岗  五险一金，技能培训，弹性工作，定期体检 技术,,教育/培训类,0
售后督导,浙江菱格木业有限公司,湖州,浙江,,5000.0,10000.0,7500.0,不限,10,500-999人,民营企业,,岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送,2026-06-08,2026-06-08,B8SJhgpMusYRqj9HLhFFCi,0,国家大学生就业服务平台,技术,不限,0,5K-8K,售后督导  岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送 技术,,教育/培训类,0
活动策划,浙江菱格木业有限公司,湖州,浙江,,4000.0,6000.0,5000.0,专科及以上,2,500-999人,民营企业,市场营销 策划 新闻学,岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送,2026-06-08,2026-06-08,A7qtqSinG6QNzPhau9Ebsf,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,活动策划 市场营销 策划 新闻学 岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送 技术,,销售/市场类,0
实习生-机床品质储干（包吃包住）,深圳市创世纪机械有限公司,湖州,浙江,,4000.0,8000.0,6000.0,专科及以上,10,1000-4999人,民营企业,机械 机电 数控 智造技术,五险一金，岗位晋升，技能培训，股权激励，定期体检，专项奖金，提供住宿,2026-05-26,2026-05-27,XpieHb9zngVs58WoABp7c9,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,实习生-机床品质储干（包吃包住） 机械 机电 数控 智造技术 五险一金，岗位晋升，技能培训，股权激励，定期体检，专项奖金，提供住宿 机械,机械,制造/工程类,0
实习生-机床装配技工（长白班）,深圳市创世纪机械有限公司,湖州,浙江,,4000.0,8000.0,6000.0,专科及以上,200,1000-4999人,民营企业,机械 机电 数控 智造技术,五险一金，岗位晋升，技能培训，股权激励，定期体检，专项奖金，提供住宿,2026-05-26,2026-05-27,9U8e4x3PhczXmCbLPNNMq1,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,实习生-机床装配技工（长白班） 机械 机电 数控 智造技术 五险一金，岗位晋升，技能培训，股权激励，定期体检，专项奖金，提供住宿 机械,机械,制造/工程类,0
机械设计工程师,浙江万享科技股份有限公司,湖州,浙江,,6000.0,10000.0,8000.0,专科及以上,3,100-499人,股份制企业,机械设计制造及自动化,五险一金，岗位晋升，技能培训，弹性工作，年终奖，绩效奖金，高温补贴，提供住宿,2026-04-26,2026-05-12,MXdado9w1Kg7Sgi4SUf7RK,0,国家大学生就业服务平台,机械,专科及以上,1,8K-12K,机械设计工程师 机械设计制造及自动化 五险一金，岗位晋升，技能培训，弹性工作，年终奖，绩效奖金，高温补贴，提供住宿 机械,机械、设计,制造/工程类,0
机械设计工程师,浙江万享科技股份有限公司,湖州,浙江,,5000.0,10000.0,7500.0,本科及以上,3,100-499人,股份制企业,机械类 土木工程 能源动力工程 市场营销 制冷低温 过程装备及控制工程,五险一金，岗位晋升，技能培训，弹性工作，年终奖，绩效奖金，高温补贴，提供住宿,2026-04-26,2026-06-12,HXGrbvrMDqQh1ra1JDSmrq,0,国家大学生就业服务平台,机械,本科及以上,2,5K-8K,机械设计工程师 机械类 土木工程 能源动力工程 市场营销 制冷低温 过程装备及控制工程 五险一金，岗位晋升，技能培训，弹性工作，年终奖，绩效奖金，高温补贴，提供住宿 机械,机械、设计,销售/市场类,0
电商客服,浙江菱格木业有限公司,湖州,浙江,,3000.0,5000.0,4000.0,专科及以上,2,500-999人,民营企业,,岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送,2026-06-08,2026-06-08,B9SUY2vZgXVdFwJcb4PpDJ,0,国家大学生就业服务平台,电商,专科及以上,1,5K以下,电商客服  岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送 电商,客服、电商,运营/传媒类,0
人力资源实习生（月休7天）,浙江山水灵峰集团有限公司,湖州,浙江,,3000.0,4000.0,3500.0,本科及以上,1,100-499人,民营企业,新媒体 新闻 摄影 动画 视觉传达 旅游 酒店 空乘 体育 武术 学前教育 餐饮 导游 景区 饭店 高铁,岗位晋升，年终奖，通讯津贴，免费加班餐，提供住宿,2026-06-03,2026-06-04,Btw2V44dt46yPmd6719wAz,0,国家大学生就业服务平台,实习,本科及以上,2,5K以下,人力资源实习生（月休7天） 新媒体 新闻 摄影 动画 视觉传达 旅游 酒店 空乘 体育 武术 学前教育 餐饮 导游 景区 饭店 高铁 岗位晋升，年终奖，通讯津贴，免费加班餐，提供住宿 实习,新媒体,运营/传媒类,0
实习生,浙江山水灵峰集团有限公司,湖州,浙江,,3000.0,4000.0,3500.0,不限,10,100-499人,民营企业,新媒体 新闻 摄影 动画 视觉传达 旅游 酒店 空乘 体育 武术 学前教育 餐饮 导游 景区 饭店 高铁,岗位晋升，年终奖，通讯津贴，免费加班餐，提供住宿,2026-06-02,2026-06-03,DVJNTDtDGK7Y8RQczFSh2F,0,国家大学生就业服务平台,实习,不限,0,5K以下,实习生 新媒体 新闻 摄影 动画 视觉传达 旅游 酒店 空乘 体育 武术 学前教育 餐饮 导游 景区 饭店 高铁 岗位晋升，年终奖，通讯津贴，免费加班餐，提供住宿 实习,新媒体,运营/传媒类,0
实习生（水上乐园）,浙江山水灵峰集团有限公司,湖州,浙江,,3000.0,4000.0,3500.0,不限,10,100-499人,民营企业,新媒体 新闻 摄影 动画 视觉传达 旅游 酒店 空乘 体育 武术 学前教育 餐饮 导游 景区 饭店 高铁,岗位晋升，年终奖，通讯津贴，免费加班餐，提供住宿,2026-06-02,2026-06-03,Vv4GsMTnmwbVqdwhTVSAcg,0,国家大学生就业服务平台,实习,不限,0,5K以下,实习生（水上乐园） 新媒体 新闻 摄影 动画 视觉传达 旅游 酒店 空乘 体育 武术 学前教育 餐饮 导游 景区 饭店 高铁 岗位晋升，年终奖，通讯津贴，免费加班餐，提供住宿 实习,新媒体,运营/传媒类,0
药厂管培生,浙江海瀚药业有限公司,湖州,浙江,,5000.0,8000.0,6500.0,本科及以上,5,50-99人,民营企业,药学、制药工程、生物工程等,,2026-05-12,2026-05-12,Ua438AiPEcw7F5aKUwzqiE,0,国家大学生就业服务平台,管培生,本科及以上,2,5K-8K,药厂管培生 药学、制药工程、生物工程等  管培生,,其他类,0
KD物流管培生,台州吉利汽车制造有限公司,湖州,浙江,,5000.0,8000.0,6500.0,本科及以上,30,5000以上,民营企业,物流管理 供应链管理 工商管理 市场营销 人力资源管理 行政管理 公共事业管理 电子商务 国际经济与贸易 经济学 金融学 会计学 财务管理 机械设计制造及其自动化 车辆工程 工业工程 质量管理工程 大数据管理与应用 信息管理与信息系统 交通运输 工程管理 商务英语 会展经济与管理 物流工程 采购管理 经济统计学 公共管理 网络与新媒体 智能物流技术 市场策划 公共关系学,五险一金，带薪年假，岗位晋升，技能培训，弹性工作，年终分红，股权激励，股票期权，定期体检，扁平管理,2026-05-08,2026-05-09,VDyaDPtTRkKz7gAZoVbfJ9,0,国家大学生就业服务平台,管培生,本科及以上,2,5K-8K,KD物流管培生 物流管理 供应链管理 工商管理 市场营销 人力资源管理 行政管理 公共事业管理 电子商务 国际经济与贸易 经济学 金融学 会计学 财务管理 机械设计制造及其自动化 车辆工程 工业工程 质量管理工程 大数据管理与应用 信息管理与信息系统 交通运输 工程管理 商务英语 会展经济与管理 物流工程 采购管理 经济统计学 公共管理 网络与新媒体 智能物流技术 市场策划 公共关系学 五险一金，带薪年假，岗位晋升，技能培训，弹性工作，年终分红，股权激励，股票期权，定期体检，扁平管理 管培生,会计、新媒体、机械、英语、行政、设计、财务,运营/传媒类,0
平面设计师,浙江菱格木业有限公司,湖州,浙江,,4000.0,8000.0,6000.0,专科及以上,2,500-999人,民营企业,,岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送,2026-06-08,2026-06-08,Sjt8AbJ2NxwdqCLXMbb5d8,0,国家大学生就业服务平台,设计,专科及以上,1,5K-8K,平面设计师  岗位晋升，技能培训，年终奖，年度旅游，节日礼物，班车接送 设计,设计,教育/培训类,0
CAD图纸深化设计,浙江法达拉姆建筑科技有限公司,湖州,浙江,,4000.0,6000.0,5000.0,本科及以上,2,1-49人,民营企业,设计CAD,,2026-05-11,2026-05-12,4gE3cU5xxcrqZ3mDxxifnH,0,国家大学生就业服务平台,设计,本科及以上,2,5K-8K,CAD图纸深化设计 设计CAD  设计,CAD、设计,制造/工程类,0
采购员,南元泵业有限公司,湖州,浙江,,5000.0,7000.0,6000.0,专科及以上,3,500-999人,民营企业,机械工程、机械设计及其自动化,,2026-05-13,2026-05-14,PbKLFLCZWUkmxYDwhCPJ7Y,0,国家大学生就业服务平台,采购,专科及以上,1,5K-8K,采购员 机械工程、机械设计及其自动化  采购,机械、设计,制造/工程类,0
AC涂装工艺员,浙江吉利汽车零部件采购有限公司,湖州,浙江,,5500.0,8000.0,6750.0,专科及以上,30,5000以上,民营企业,汽车制造与装配技术 新能源汽车技术 机电一体化技术 工业机器人技术 电气自动化 数控技术 智能焊接技术 模具设计 机械制造及自动化 汽车检测与维修技术 应用电子技术 计算机应用技术 机械设计制造及其自动化 车辆工程 电气工程 自动化 材料 储能 新能源 电子信息工程技术 智能控制技术 机电设备技术 智能制造技术 城市轨道交通运营管理 物流管理 电子应用技术 机械电子工程 工业工程 能源工程,五险一金，带薪年假，岗位晋升，技能培训，弹性工作，年终分红，股权激励，股票期权，定期体检，扁平管理,2026-04-22,2026-04-23,8yEpHc6JWHcVN7m26Z4kj4,0,国家大学生就业服务平台,采购,专科及以上,1,5K-8K,AC涂装工艺员 汽车制造与装配技术 新能源汽车技术 机电一体化技术 工业机器人技术 电气自动化 数控技术 智能焊接技术 模具设计 机械制造及自动化 汽车检测与维修技术 应用电子技术 计算机应用技术 机械设计制造及其自动化 车辆工程 电气工程 自动化 材料 储能 新能源 电子信息工程技术 智能控制技术 机电设备技术 智能制造技术 城市轨道交通运营管理 物流管理 电子应用技术 机械电子工程 工业工程 能源工程 五险一金，带薪年假，岗位晋升，技能培训，弹性工作，年终分红，股权激励，股票期权，定期体检，扁平管理 采购,机械、设计、运营,运营/传媒类,0
电气维护工程师,浙江安诺芳胺化学品有限公司,绍兴,浙江,,6000.0,8000.0,7000.0,本科及以上,2,500-999人,合资企业,电气工程及其自动化,五险一金，技能培训，定期体检，年终奖，年度旅游，午餐补助，高温补贴，节日礼物，提供住宿，班车接送,2026-06-18,2026-06-18,UWj1zdLfrZ562souNsN9WQ,0,国家大学生就业服务平台,工程师,本科及以上,2,5K-8K,电气维护工程师 电气工程及其自动化 五险一金，技能培训，定期体检，年终奖，年度旅游，午餐补助，高温补贴，节日礼物，提供住宿，班车接送 工程师,,制造/工程类,0
化剂分析初级工程师,越润集成电路（绍兴）有限公司,绍兴,浙江,,8000.0,9000.0,8500.0,本科及以上,1,1000-4999人,合资企业,化学,五险一金，岗位晋升，技能培训，弹性工作,2026-06-08,2026-06-09,Tk8i648pdULxW4U2zZxTn8,0,国家大学生就业服务平台,工程师,本科及以上,2,8K-12K,化剂分析初级工程师 化学 五险一金，岗位晋升，技能培训，弹性工作 工程师,,制造/工程类,0
研发工程师,浙江鸿安新材料有限公司,绍兴,浙江,,9000.0,12000.0,10500.0,硕士及以上,10,100-499人,民营企业,化工 制药 石化 化学 高分子 材料,五险一金，技能培训，午餐补助，住房补助，提供住宿，班车接送,2026-06-04,2026-06-05,5rEHaTkyvmmNCbHFkRbMS2,0,国家大学生就业服务平台,工程师,硕士及以上,3,8K-12K,研发工程师 化工 制药 石化 化学 高分子 材料 五险一金，技能培训，午餐补助，住房补助，提供住宿，班车接送 工程师,,制造/工程类,0
技术支持工程师,浙江大豪科技有限公司,绍兴,浙江,,6000.0,8000.0,7000.0,本科及以上,5,100-499人,上市公司,电子信息工程师 自动化,,2026-06-03,2026-06-04,46JY5uYVXbVaLWkczgP1ds,0,国家大学生就业服务平台,工程师,本科及以上,2,5K-8K,技术支持工程师 电子信息工程师 自动化  工程师,,制造/工程类,0
IE工程师,浙江大豪科技有限公司,绍兴,浙江,,7000.0,10000.0,8500.0,本科及以上,1,100-499人,上市公司,工业工程,,2026-06-02,2026-06-02,KvBNtabVYpVBn9ikjp32gY,0,国家大学生就业服务平台,工程师,本科及以上,2,8K-12K,IE工程师 工业工程  工程师,,制造/工程类,0
电气工程师,浙江万丰科技开发股份有限公司,绍兴,浙江,,8000.0,12000.0,10000.0,本科及以上,10,100-499人,股份制企业,电气、自动化类专业,,2026-05-29,2026-05-29,JQV9WABskjyzyKxSwL4taW,0,国家大学生就业服务平台,工程师,本科及以上,2,8K-12K,电气工程师 电气、自动化类专业  工程师,,制造/工程类,0
机械工程师,浙江万丰科技开发股份有限公司,绍兴,浙江,,8000.0,12000.0,10000.0,本科及以上,10,100-499人,股份制企业,机械类专业,,2026-05-29,2026-05-29,GcGq4dhDW6QJAnpy7xzRBT,0,国家大学生就业服务平台,工程师,本科及以上,2,8K-12K,机械工程师 机械类专业  工程师,机械,制造/工程类,0
技术工程师,中科宇航（广州）装备工业有限公司,绍兴,浙江,,8000.0,12000.0,10000.0,本科及以上,10,100-499人,其他,机械 电气 测试 飞行器,五险一金，技能培训，年终奖，交通补助，节日礼物,2026-05-27,2026-05-28,4G6HMNkEQk3xPbK11NrHoY,0,国家大学生就业服务平台,工程师,本科及以上,2,8K-12K,技术工程师 机械 电气 测试 飞行器 五险一金，技能培训，年终奖，交通补助，节日礼物 工程师,机械,制造/工程类,0
工艺整合工程师,芯联集成电路制造股份有限公司,绍兴,浙江,,12000.0,15000.0,13500.0,硕士及以上,20,1000-4999人,其他,半导体 微电子 集成电路 电子信息 材料类 物理学类 化学类,五险一金,2026-05-21,2026-05-21,CmLnNEGEjkPm59MaT7gcpB,0,国家大学生就业服务平台,工程师,硕士及以上,3,12K-20K,工艺整合工程师 半导体 微电子 集成电路 电子信息 材料类 物理学类 化学类 五险一金 工程师,,制造/工程类,1
运维工程师,浙江澳威激光器件有限公司,绍兴,浙江,,6000.0,8000.0,7000.0,不限,80,100-499人,合资企业,机电 机械类,,2026-05-19,2026-05-19,NeixZjW48sJhZZwVJeQ2d,0,国家大学生就业服务平台,工程师,不限,0,5K-8K,运维工程师 机电 机械类  工程师,机械,制造/工程类,0
初中英语教师,绍兴越城区星世纪火信息咨询有限公司,绍兴,浙江,,8000.0,12000.0,10000.0,本科及以上,5,100-499人,民营企业,英语专业,,2026-06-05,2026-06-05,AB2vWz7j2CJN5n9MrUrJdS,0,国家大学生就业服务平台,教师,本科及以上,2,8K-12K,初中英语教师 英语专业  教师,教师、英语,教育/培训类,0
高中物理教师,绍兴越城区星世纪火信息咨询有限公司,绍兴,浙江,,8000.0,12000.0,10000.0,本科及以上,10,100-499人,民营企业,不限专业,,2026-04-21,2026-04-21,GDyWJEKmZ4PJQd2VAQwdU8,0,国家大学生就业服务平台,教师,本科及以上,2,8K-12K,高中物理教师 不限专业  教师,教师,教育/培训类,0
高中英语教师,绍兴越城区星世纪火信息咨询有限公司,绍兴,浙江,,8000.0,12000.0,10000.0,本科及以上,5,100-499人,民营企业,英语,,2026-04-21,2026-04-21,9oCobvJL7GKMj9uAaEvr2B,0,国家大学生就业服务平台,教师,本科及以上,2,8K-12K,高中英语教师 英语  教师,教师、英语,教育/培训类,0
业务销售,浙江拓者纺织科技有限公司,绍兴,浙江,,5000.0,15000.0,10000.0,本科及以上,10,1-49人,民营企业,,,2026-05-25,2026-05-26,MFzfZPJMp97QatPFM2Av6j,0,国家大学生就业服务平台,销售,本科及以上,2,8K-12K,业务销售   销售,销售,销售/市场类,0
销售经理,诸暨市江洲机械科技有限公司,绍兴,浙江,,3000.0,10000.0,6500.0,专科及以上,0,1-49人,民营企业,无硬性要求，外贸相关专业优先,,2026-05-24,2026-05-25,R4C2NwCsBJYBk53a6qPmjq,0,国家大学生就业服务平台,销售,专科及以上,1,5K-8K,销售经理 无硬性要求，外贸相关专业优先  销售,外贸、销售,销售/市场类,0
销售,芯联集成电路制造股份有限公司,绍兴,浙江,,10000.0,15000.0,12500.0,硕士及以上,10,1000-4999人,其他,不限,五险一金,2026-05-21,2026-05-21,3QK1MtYREgRsoANsHwrfFK,0,国家大学生就业服务平台,销售,硕士及以上,3,12K-20K,销售 不限 五险一金 销售,销售,销售/市场类,1
CNC操作,宝鸡东博鼎盛汽车销售服务有限公司,绍兴,浙江,,8000.0,10000.0,9000.0,专科及以上,3,1-49人,股份制企业,机电一体会，电气自动化，车辆工程，机械制造及自动化，智能制造，数控技术,五险一金，岗位晋升，技能培训,2026-05-09,2026-05-11,3xSKVKKxv4udaCrgmeWCmt,0,国家大学生就业服务平台,销售,专科及以上,1,8K-12K,CNC操作 机电一体会，电气自动化，车辆工程，机械制造及自动化，智能制造，数控技术 五险一金，岗位晋升，技能培训 销售,机械、销售,销售/市场类,0
亚马逊运营,浙江丝棠科技集团有限公司,绍兴,浙江,,5500.0,6500.0,6000.0,本科及以上,4,500-999人,民营企业,不限,五险一金，岗位晋升，技能培训，年终奖，住房补助，免费加班餐，零食水果,2026-06-05,2026-06-05,ES7T2XNVFZowWjA1TPTd1V,0,国家大学生就业服务平台,运营,本科及以上,2,5K-8K,亚马逊运营 不限 五险一金，岗位晋升，技能培训，年终奖，住房补助，免费加班餐，零食水果 运营,运营,运营/传媒类,0
运营专员,浙江枫阁文旅科技有限责任公司,绍兴,浙江,,3000.0,5000.0,4000.0,专科及以上,2,50-99人,民营企业,,,2026-05-13,2026-05-13,YVcgyPgPAfzsh1cwWnAgn2,0,国家大学生就业服务平台,运营,专科及以上,1,5K以下,运营专员   运营,运营,运营/传媒类,0
新媒体运营专员,浙江枫阁文旅科技有限责任公司,绍兴,浙江,,2000.0,5000.0,3500.0,专科及以上,2,50-99人,民营企业,新闻、传媒等相关专业优先,,2026-05-13,2026-05-13,Syo2JFESWUTrom5GiSfT9D,0,国家大学生就业服务平台,运营,专科及以上,1,5K以下,新媒体运营专员 新闻、传媒等相关专业优先  运营,新媒体、运营,运营/传媒类,0
运营管培生,绍兴越城区星世纪火信息咨询有限公司,绍兴,浙江,,8000.0,12000.0,10000.0,本科及以上,20,100-499人,民营企业,不限专业,,2026-04-21,2026-04-21,Fr2ab1DdioMjikcXd3uezq,0,国家大学生就业服务平台,运营,本科及以上,2,8K-12K,运营管培生 不限专业  运营,运营,运营/传媒类,0
生产助理员,芯联集成电路制造股份有限公司,绍兴,浙江,,5000.0,7000.0,6000.0,专科及以上,50,1000-4999人,其他,,五险一金,2026-06-15,2026-06-16,PSL5jSUhbJaKEreeh5hNez,0,国家大学生就业服务平台,助理,专科及以上,1,5K-8K,生产助理员  五险一金 助理,,行政/人力类,0
助理电气工程师（双休）,奥瑞金科技股份有限公司上虞分公司,绍兴,浙江,,5000.0,8000.0,6500.0,本科及以上,1,1-49人,上市公司,电气工程及其自动化相关,,2026-05-13,2026-05-14,D5nWRJrbKLGv4GBDhoEQfC,0,国家大学生就业服务平台,助理,本科及以上,2,5K-8K,助理电气工程师（双休） 电气工程及其自动化相关  助理,,行政/人力类,0
生产助理,越润集成电路（绍兴）有限公司,绍兴,浙江,,5000.0,6500.0,5750.0,专科及以上,20,1000-4999人,合资企业,不限专业,五险一金，岗位晋升，技能培训，弹性工作,2026-04-28,2026-04-28,LAxR7p81K6JgBT2MndDGst,0,国家大学生就业服务平台,助理,专科及以上,1,5K-8K,生产助理 不限专业 五险一金，岗位晋升，技能培训，弹性工作 助理,,行政/人力类,0
